asset_id,hostname,vendor,product,version,criticality,internet_facing
A03817,microsoft-sql-server-3817,Microsoft,SQL Server,4.9.93,Low,No
A03818,vmware-esxi-3818,VMware,ESXi,6.7.32,High,No
A03819,vmware-vcenter-3819,VMware,vCenter,7.0.0,Low,Yes
A03820,vmware-vcenter-3820,VMware,vCenter,3.1.57,Low,No
A03821,cisco-asa-3821,Cisco,ASA,8.6.92,High,No
A03822,microsoft-exchange-server-3822,Microsoft,Exchange Server,6.4.29,Medium,No
A03823,microsoft-windows-server-3823,Microsoft,Windows Server,10.4.42,Medium,Yes
A03824,apache-apache-http-server-3824,Apache,Apache HTTP Server,4.7.20,Low,No
A03825,apache-tomcat-3825,Apache,Tomcat,8.3.3,Low,Yes
A03826,cisco-asa-3826,Cisco,ASA,1.1.90,Medium,No
A03827,oracle-weblogic-3827,Oracle,WebLogic,3.7.45,Low,No
A03828,vmware-vcenter-3828,VMware,vCenter,2.4.14,High,No
A03829,apache-tomcat-3829,Apache,Tomcat,1.3.4,Low,Yes
A03830,oracle-oracle-db-3830,Oracle,Oracle DB,3.3.32,High,No
A03831,apache-tomcat-3831,Apache,Tomcat,7.1.68,Critical,No
A03832,apache-tomcat-3832,Apache,Tomcat,10.4.90,High,No
A03833,oracle-weblogic-3833,Oracle,WebLogic,9.3.81,Medium,No
A03834,oracle-oracle-db-3834,Oracle,Oracle DB,9.8.4,High,No
A03835,vmware-esxi-3835,VMware,ESXi,7.9.61,Low,No
A03836,microsoft-exchange-server-3836,Microsoft,Exchange Server,6.5.52,Medium,No
A03837,vmware-vcenter-3837,VMware,vCenter,2.6.40,High,No
A03838,microsoft-exchange-server-3838,Microsoft,Exchange Server,4.3.78,Critical,Yes
A03839,vmware-vcenter-3839,VMware,vCenter,8.8.7,High,No
A03840,cisco-meraki-3840,Cisco,Meraki,3.3.7,High,No
A03841,microsoft-sql-server-3841,Microsoft,SQL Server,1.3.17,High,Yes
A03842,linux-ubuntu-3842,Linux,Ubuntu,8.5.32,Low,No
A03843,oracle-weblogic-3843,Oracle,WebLogic,2.7.15,Critical,Yes
A03844,cisco-ios-xe-3844,Cisco,IOS XE,10.8.21,Medium,No
A03845,cisco-asa-3845,Cisco,ASA,2.3.8,Low,Yes
A03846,vmware-vcenter-3846,VMware,vCenter,2.8.35,Critical,No
A03847,linux-redhat-3847,Linux,RedHat,2.0.68,Medium,No
A03848,linux-ubuntu-3848,Linux,Ubuntu,8.7.68,Critical,Yes
A03849,cisco-meraki-3849,Cisco,Meraki,7.8.98,High,Yes
A03850,microsoft-sql-server-3850,Microsoft,SQL Server,7.8.38,Critical,No
A03851,oracle-oracle-db-3851,Oracle,Oracle DB,7.1.87,Low,No
A03852,apache-tomcat-3852,Apache,Tomcat,8.3.25,Medium,No
A03853,vmware-esxi-3853,VMware,ESXi,8.0.52,Low,No
A03854,linux-redhat-3854,Linux,RedHat,3.3.71,Medium,No
A03855,cisco-meraki-3855,Cisco,Meraki,10.7.52,Medium,No
A03856,oracle-oracle-db-3856,Oracle,Oracle DB,8.0.29,Medium,No
A03857,oracle-oracle-db-3857,Oracle,Oracle DB,7.3.32,High,No
A03858,vmware-esxi-3858,VMware,ESXi,7.2.67,Low,No
A03859,cisco-asa-3859,Cisco,ASA,10.4.72,Critical,No
A03860,microsoft-exchange-server-3860,Microsoft,Exchange Server,5.2.96,High,Yes
A03861,vmware-esxi-3861,VMware,ESXi,1.8.78,Low,Yes
A03862,microsoft-windows-server-3862,Microsoft,Windows Server,7.4.11,High,Yes
A03863,vmware-vcenter-3863,VMware,vCenter,2.0.47,Low,No
A03864,linux-ubuntu-3864,Linux,Ubuntu,7.7.61,High,No
A03865,microsoft-exchange-server-3865,Microsoft,Exchange Server,7.1.33,Medium,Yes
A03866,oracle-oracle-db-3866,Oracle,Oracle DB,4.8.85,Low,No
A03867,apache-apache-http-server-3867,Apache,Apache HTTP Server,8.5.43,Medium,No
A03868,apache-tomcat-3868,Apache,Tomcat,9.4.25,High,No
A03869,microsoft-sql-server-3869,Microsoft,SQL Server,8.4.32,High,No
A03870,cisco-ios-xe-3870,Cisco,IOS XE,1.6.7,High,No
A03871,vmware-esxi-3871,VMware,ESXi,2.1.15,Medium,No
A03872,cisco-asa-3872,Cisco,ASA,3.0.98,Medium,No
A03873,vmware-vcenter-3873,VMware,vCenter,8.2.64,Low,No
A03874,oracle-weblogic-3874,Oracle,WebLogic,4.7.16,High,No
A03875,cisco-asa-3875,Cisco,ASA,3.1.73,Critical,No
A03876,apache-apache-http-server-3876,Apache,Apache HTTP Server,3.4.53,Critical,Yes
A03877,apache-tomcat-3877,Apache,Tomcat,4.0.71,Critical,No
A03878,oracle-weblogic-3878,Oracle,WebLogic,2.7.62,Medium,No
A03879,vmware-vcenter-3879,VMware,vCenter,8.3.6,Medium,No
A03880,linux-redhat-3880,Linux,RedHat,2.1.81,Critical,No
A03881,microsoft-exchange-server-3881,Microsoft,Exchange Server,2.6.26,Critical,Yes
A03882,apache-apache-http-server-3882,Apache,Apache HTTP Server,2.7.21,Critical,Yes
A03883,apache-apache-http-server-3883,Apache,Apache HTTP Server,1.3.65,Medium,Yes
A03884,cisco-asa-3884,Cisco,ASA,9.6.35,Critical,No
A03885,vmware-esxi-3885,VMware,ESXi,10.8.79,High,No
A03886,apache-apache-http-server-3886,Apache,Apache HTTP Server,2.3.8,Medium,Yes
A03887,oracle-weblogic-3887,Oracle,WebLogic,7.3.34,Medium,Yes
A03888,linux-centos-3888,Linux,CentOS,1.5.83,Medium,No
A03889,apache-tomcat-3889,Apache,Tomcat,2.2.89,Medium,No
A03890,vmware-esxi-3890,VMware,ESXi,9.2.71,Medium,Yes
A03891,cisco-asa-3891,Cisco,ASA,2.7.40,Low,No
A03892,cisco-ios-xe-3892,Cisco,IOS XE,6.2.60,Critical,Yes
A03893,apache-apache-http-server-3893,Apache,Apache HTTP Server,2.7.16,High,Yes
A03894,microsoft-sql-server-3894,Microsoft,SQL Server,7.1.76,Low,Yes
A03895,microsoft-sql-server-3895,Microsoft,SQL Server,10.2.21,Low,No
A03896,vmware-vcenter-3896,VMware,vCenter,9.3.69,High,No
A03897,vmware-vcenter-3897,VMware,vCenter,2.7.81,High,No
A03898,vmware-esxi-3898,VMware,ESXi,8.5.82,Critical,No
A03899,linux-centos-3899,Linux,CentOS,4.2.79,High,No
A03900,microsoft-exchange-server-3900,Microsoft,Exchange Server,1.0.34,Critical,No
A03901,apache-apache-http-server-3901,Apache,Apache HTTP Server,3.2.86,Critical,No
A03902,oracle-oracle-db-3902,Oracle,Oracle DB,10.4.7,Medium,Yes
A03903,vmware-vcenter-3903,VMware,vCenter,3.9.30,Medium,No
A03904,vmware-esxi-3904,VMware,ESXi,5.1.55,Critical,No
A03905,vmware-esxi-3905,VMware,ESXi,6.2.62,Medium,No
A03906,cisco-asa-3906,Cisco,ASA,10.9.19,Medium,No
A03907,vmware-vcenter-3907,VMware,vCenter,9.4.12,Critical,Yes
A03908,apache-apache-http-server-3908,Apache,Apache HTTP Server,7.1.5,Medium,Yes
A03909,vmware-vcenter-3909,VMware,vCenter,5.3.78,Medium,Yes
A03910,cisco-ios-xe-3910,Cisco,IOS XE,4.2.17,Medium,No
A03911,cisco-meraki-3911,Cisco,Meraki,6.2.68,Critical,No
A03912,linux-ubuntu-3912,Linux,Ubuntu,6.4.5,Medium,No
A03913,oracle-weblogic-3913,Oracle,WebLogic,7.0.95,High,No
A03914,apache-apache-http-server-3914,Apache,Apache HTTP Server,6.1.54,Critical,No
A03915,cisco-asa-3915,Cisco,ASA,10.8.71,Low,Yes
A03916,microsoft-windows-server-3916,Microsoft,Windows Server,4.4.63,High,No
A03917,apache-tomcat-3917,Apache,Tomcat,6.3.7,High,Yes
A03918,microsoft-windows-server-3918,Microsoft,Windows Server,3.1.38,High,No
A03919,microsoft-exchange-server-3919,Microsoft,Exchange Server,3.0.57,High,Yes
A03920,oracle-weblogic-3920,Oracle,WebLogic,9.2.27,Low,No
A03921,oracle-weblogic-3921,Oracle,WebLogic,7.7.6,Medium,No
A03922,oracle-oracle-db-3922,Oracle,Oracle DB,10.1.54,Medium,No
A03923,microsoft-windows-server-3923,Microsoft,Windows Server,10.0.76,High,No
A03924,microsoft-sql-server-3924,Microsoft,SQL Server,4.7.9,High,No
A03925,apache-tomcat-3925,Apache,Tomcat,10.4.41,Medium,No
A03926,apache-apache-http-server-3926,Apache,Apache HTTP Server,1.0.21,Medium,No
A03927,apache-apache-http-server-3927,Apache,Apache HTTP Server,2.5.65,High,Yes
A03928,microsoft-windows-server-3928,Microsoft,Windows Server,7.5.79,Low,Yes
A03929,oracle-weblogic-3929,Oracle,WebLogic,4.6.6,High,Yes
A03930,apache-tomcat-3930,Apache,Tomcat,2.4.81,Critical,No
A03931,cisco-meraki-3931,Cisco,Meraki,9.1.34,Medium,No
A03932,cisco-ios-xe-3932,Cisco,IOS XE,8.2.77,High,No
A03933,vmware-vcenter-3933,VMware,vCenter,4.7.3,High,No
A03934,oracle-oracle-db-3934,Oracle,Oracle DB,8.9.79,Low,No
A03935,apache-tomcat-3935,Apache,Tomcat,3.4.84,Medium,No
A03936,linux-redhat-3936,Linux,RedHat,7.8.30,High,No
A03937,oracle-oracle-db-3937,Oracle,Oracle DB,2.0.79,High,Yes
A03938,oracle-weblogic-3938,Oracle,WebLogic,7.2.76,Medium,Yes
A03939,linux-redhat-3939,Linux,RedHat,4.5.97,Medium,No
A03940,oracle-oracle-db-3940,Oracle,Oracle DB,3.3.40,High,Yes
A03941,apache-apache-http-server-3941,Apache,Apache HTTP Server,5.1.56,Critical,No
A03942,cisco-meraki-3942,Cisco,Meraki,7.0.17,Medium,No
A03943,microsoft-sql-server-3943,Microsoft,SQL Server,8.9.0,Critical,No
A03944,oracle-weblogic-3944,Oracle,WebLogic,8.5.81,High,No
A03945,cisco-asa-3945,Cisco,ASA,3.4.18,Medium,Yes
A03946,cisco-ios-xe-3946,Cisco,IOS XE,5.5.35,High,Yes
A03947,vmware-esxi-3947,VMware,ESXi,2.2.85,High,No
A03948,vmware-esxi-3948,VMware,ESXi,4.2.45,High,Yes
A03949,cisco-ios-xe-3949,Cisco,IOS XE,1.9.72,Low,No
A03950,apache-apache-http-server-3950,Apache,Apache HTTP Server,7.3.2,Critical,No
A03951,oracle-weblogic-3951,Oracle,WebLogic,3.4.99,Critical,No
A03952,cisco-meraki-3952,Cisco,Meraki,2.3.63,Medium,Yes
A03953,vmware-esxi-3953,VMware,ESXi,3.6.65,High,No
A03954,apache-apache-http-server-3954,Apache,Apache HTTP Server,5.9.73,Medium,No
A03955,cisco-asa-3955,Cisco,ASA,2.9.25,Critical,Yes
A03956,vmware-vcenter-3956,VMware,vCenter,10.4.15,Medium,No
A03957,linux-centos-3957,Linux,CentOS,6.4.9,Medium,No
A03958,vmware-esxi-3958,VMware,ESXi,6.3.65,High,Yes
A03959,linux-ubuntu-3959,Linux,Ubuntu,8.0.52,Medium,No
A03960,oracle-oracle-db-3960,Oracle,Oracle DB,2.4.43,High,Yes
A03961,apache-apache-http-server-3961,Apache,Apache HTTP Server,9.3.55,Low,Yes
A03962,linux-ubuntu-3962,Linux,Ubuntu,3.8.96,Low,No
A03963,linux-ubuntu-3963,Linux,Ubuntu,10.7.98,Medium,No
A03964,vmware-vcenter-3964,VMware,vCenter,6.8.34,High,Yes
A03965,vmware-vcenter-3965,VMware,vCenter,5.7.82,Critical,Yes
A03966,linux-redhat-3966,Linux,RedHat,9.0.9,High,Yes
A03967,oracle-oracle-db-3967,Oracle,Oracle DB,2.7.65,High,No
A03968,oracle-oracle-db-3968,Oracle,Oracle DB,10.2.35,Low,Yes
A03969,microsoft-windows-server-3969,Microsoft,Windows Server,4.1.97,Medium,No
A03970,oracle-weblogic-3970,Oracle,WebLogic,6.5.64,Low,No
A03971,cisco-ios-xe-3971,Cisco,IOS XE,9.7.15,Low,No
A03972,microsoft-windows-server-3972,Microsoft,Windows Server,6.1.15,Low,Yes
A03973,apache-apache-http-server-3973,Apache,Apache HTTP Server,5.7.6,Critical,No
A03974,vmware-vcenter-3974,VMware,vCenter,5.9.84,Medium,No
A03975,cisco-ios-xe-3975,Cisco,IOS XE,3.7.78,Low,No
A03976,microsoft-sql-server-3976,Microsoft,SQL Server,7.9.31,High,No
A03977,vmware-esxi-3977,VMware,ESXi,3.9.42,Medium,No
A03978,oracle-oracle-db-3978,Oracle,Oracle DB,6.5.13,Critical,No
A03979,oracle-oracle-db-3979,Oracle,Oracle DB,10.3.85,High,No
A03980,vmware-vcenter-3980,VMware,vCenter,3.5.11,Critical,No
A03981,linux-redhat-3981,Linux,RedHat,1.4.51,Medium,Yes
A03982,microsoft-sql-server-3982,Microsoft,SQL Server,4.5.30,Critical,No
A03983,linux-centos-3983,Linux,CentOS,9.9.90,Critical,No
A03984,linux-ubuntu-3984,Linux,Ubuntu,10.2.33,Medium,No
A03985,oracle-weblogic-3985,Oracle,WebLogic,5.0.56,Medium,No
A03986,oracle-weblogic-3986,Oracle,WebLogic,2.8.54,Medium,No
A03987,apache-apache-http-server-3987,Apache,Apache HTTP Server,1.3.70,Critical,Yes
A03988,cisco-asa-3988,Cisco,ASA,3.9.22,High,No
A03989,apache-apache-http-server-3989,Apache,Apache HTTP Server,5.8.64,High,No
A03990,linux-redhat-3990,Linux,RedHat,9.1.53,Low,Yes
A03991,linux-centos-3991,Linux,CentOS,2.9.28,High,No
A03992,microsoft-windows-server-3992,Microsoft,Windows Server,6.7.42,Low,No
A03993,oracle-weblogic-3993,Oracle,WebLogic,6.9.47,Medium,Yes
A03994,vmware-vcenter-3994,VMware,vCenter,9.1.89,High,No
A03995,vmware-esxi-3995,VMware,ESXi,6.4.75,Medium,No
A03996,cisco-ios-xe-3996,Cisco,IOS XE,9.8.48,Low,No
A03997,apache-apache-http-server-3997,Apache,Apache HTTP Server,2.4.86,Critical,No
A03998,cisco-ios-xe-3998,Cisco,IOS XE,9.8.90,Medium,Yes
A03999,oracle-oracle-db-3999,Oracle,Oracle DB,4.1.76,High,Yes
A04000,vmware-esxi-4000,VMware,ESXi,7.7.94,Low,Yes
A04001,microsoft-sql-server-4001,Microsoft,SQL Server,7.9.65,Medium,No
A04002,microsoft-exchange-server-4002,Microsoft,Exchange Server,5.7.60,Medium,Yes
A04003,cisco-ios-xe-4003,Cisco,IOS XE,4.4.8,Critical,Yes
A04004,oracle-weblogic-4004,Oracle,WebLogic,3.3.44,Low,No
A04005,cisco-asa-4005,Cisco,ASA,3.8.98,High,Yes
A04006,microsoft-windows-server-4006,Microsoft,Windows Server,3.9.95,High,Yes
A04007,microsoft-sql-server-4007,Microsoft,SQL Server,8.1.73,High,No
A04008,cisco-asa-4008,Cisco,ASA,6.4.97,High,No
A04009,apache-apache-http-server-4009,Apache,Apache HTTP Server,5.3.52,Medium,No
A04010,oracle-weblogic-4010,Oracle,WebLogic,7.8.29,Critical,Yes
A04011,oracle-weblogic-4011,Oracle,WebLogic,9.6.2,High,No
A04012,oracle-weblogic-4012,Oracle,WebLogic,6.6.27,High,No
A04013,apache-tomcat-4013,Apache,Tomcat,3.4.11,Low,No
A04014,microsoft-sql-server-4014,Microsoft,SQL Server,2.7.96,Low,No
A04015,linux-ubuntu-4015,Linux,Ubuntu,8.6.22,High,No
A04016,microsoft-sql-server-4016,Microsoft,SQL Server,2.3.88,Critical,No
A04017,vmware-esxi-4017,VMware,ESXi,1.8.55,Medium,No
A04018,apache-tomcat-4018,Apache,Tomcat,5.1.93,Medium,No
A04019,vmware-vcenter-4019,VMware,vCenter,2.0.28,Low,No
A04020,cisco-ios-xe-4020,Cisco,IOS XE,6.8.13,High,No
A04021,oracle-weblogic-4021,Oracle,WebLogic,5.2.0,Medium,No
A04022,linux-centos-4022,Linux,CentOS,5.7.11,Low,No
A04023,vmware-esxi-4023,VMware,ESXi,5.4.30,Medium,No
A04024,microsoft-exchange-server-4024,Microsoft,Exchange Server,3.3.68,High,No
A04025,cisco-meraki-4025,Cisco,Meraki,7.2.3,Low,No
A04026,microsoft-sql-server-4026,Microsoft,SQL Server,1.6.51,Medium,Yes
A04027,oracle-oracle-db-4027,Oracle,Oracle DB,4.1.20,High,Yes
A04028,microsoft-exchange-server-4028,Microsoft,Exchange Server,6.4.20,Medium,No
A04029,linux-centos-4029,Linux,CentOS,5.4.57,Medium,Yes
A04030,cisco-ios-xe-4030,Cisco,IOS XE,7.7.14,Medium,No
A04031,cisco-meraki-4031,Cisco,Meraki,3.4.31,Low,Yes
A04032,microsoft-exchange-server-4032,Microsoft,Exchange Server,3.7.53,High,No
A04033,cisco-meraki-4033,Cisco,Meraki,2.8.21,High,No
A04034,vmware-esxi-4034,VMware,ESXi,6.8.47,High,Yes
A04035,microsoft-sql-server-4035,Microsoft,SQL Server,7.2.50,Medium,No
A04036,microsoft-sql-server-4036,Microsoft,SQL Server,10.1.91,Critical,Yes
A04037,vmware-vcenter-4037,VMware,vCenter,1.5.76,Low,No
A04038,apache-tomcat-4038,Apache,Tomcat,3.9.41,High,No
A04039,microsoft-sql-server-4039,Microsoft,SQL Server,10.0.54,Critical,No
A04040,apache-apache-http-server-4040,Apache,Apache HTTP Server,1.1.73,Critical,Yes
A04041,linux-redhat-4041,Linux,RedHat,8.2.53,High,No
A04042,microsoft-windows-server-4042,Microsoft,Windows Server,7.5.61,Medium,Yes
A04043,cisco-meraki-4043,Cisco,Meraki,5.0.28,Critical,Yes
A04044,oracle-oracle-db-4044,Oracle,Oracle DB,3.6.75,Medium,Yes
A04045,apache-apache-http-server-4045,Apache,Apache HTTP Server,5.9.23,Low,Yes
A04046,cisco-ios-xe-4046,Cisco,IOS XE,5.5.82,Critical,No
A04047,cisco-ios-xe-4047,Cisco,IOS XE,3.7.16,Critical,No
A04048,cisco-meraki-4048,Cisco,Meraki,3.7.96,Low,No
A04049,oracle-weblogic-4049,Oracle,WebLogic,1.4.16,Critical,No
A04050,oracle-weblogic-4050,Oracle,WebLogic,1.1.76,High,No
A04051,linux-redhat-4051,Linux,RedHat,9.7.29,Medium,No
A04052,cisco-ios-xe-4052,Cisco,IOS XE,1.0.24,Medium,No
A04053,cisco-ios-xe-4053,Cisco,IOS XE,6.4.60,High,Yes
A04054,oracle-oracle-db-4054,Oracle,Oracle DB,1.5.52,High,No
A04055,oracle-weblogic-4055,Oracle,WebLogic,5.9.42,High,No
A04056,linux-redhat-4056,Linux,RedHat,4.8.8,Medium,No
A04057,vmware-vcenter-4057,VMware,vCenter,5.5.97,Critical,No
A04058,vmware-vcenter-4058,VMware,vCenter,6.8.69,Medium,No
A04059,linux-redhat-4059,Linux,RedHat,10.5.0,Low,No
A04060,apache-apache-http-server-4060,Apache,Apache HTTP Server,9.2.75,Medium,No
A04061,microsoft-exchange-server-4061,Microsoft,Exchange Server,3.7.44,Medium,No
A04062,cisco-ios-xe-4062,Cisco,IOS XE,9.7.33,Low,No
A04063,microsoft-windows-server-4063,Microsoft,Windows Server,9.1.37,Critical,Yes
A04064,cisco-meraki-4064,Cisco,Meraki,5.3.32,High,No
A04065,cisco-asa-4065,Cisco,ASA,2.3.33,Low,No
A04066,linux-redhat-4066,Linux,RedHat,8.2.9,High,No
A04067,cisco-meraki-4067,Cisco,Meraki,9.2.81,Medium,Yes
A04068,oracle-weblogic-4068,Oracle,WebLogic,3.8.90,High,Yes
A04069,apache-apache-http-server-4069,Apache,Apache HTTP Server,7.2.61,Medium,Yes
A04070,cisco-asa-4070,Cisco,ASA,8.8.2,Medium,Yes
A04071,vmware-vcenter-4071,VMware,vCenter,3.9.73,Medium,No
A04072,oracle-weblogic-4072,Oracle,WebLogic,5.8.85,Low,No
A04073,cisco-meraki-4073,Cisco,Meraki,6.6.3,Medium,Yes
A04074,vmware-vcenter-4074,VMware,vCenter,2.2.54,Low,No
A04075,cisco-meraki-4075,Cisco,Meraki,7.0.32,High,No
A04076,microsoft-sql-server-4076,Microsoft,SQL Server,8.7.28,Critical,No
A04077,cisco-ios-xe-4077,Cisco,IOS XE,10.6.86,Low,Yes
A04078,vmware-esxi-4078,VMware,ESXi,6.7.74,Low,No
A04079,apache-apache-http-server-4079,Apache,Apache HTTP Server,7.2.95,Critical,No
A04080,linux-centos-4080,Linux,CentOS,4.4.88,Medium,No
A04081,vmware-vcenter-4081,VMware,vCenter,6.9.2,Medium,No
A04082,apache-apache-http-server-4082,Apache,Apache HTTP Server,3.2.95,Low,No
A04083,microsoft-sql-server-4083,Microsoft,SQL Server,10.9.28,High,No
A04084,apache-tomcat-4084,Apache,Tomcat,8.8.42,High,No
A04085,cisco-asa-4085,Cisco,ASA,2.2.57,Critical,Yes
A04086,apache-tomcat-4086,Apache,Tomcat,8.4.74,High,No
A04087,linux-ubuntu-4087,Linux,Ubuntu,8.1.59,High,No
A04088,oracle-weblogic-4088,Oracle,WebLogic,3.3.10,Critical,No
A04089,apache-tomcat-4089,Apache,Tomcat,10.7.67,Low,No
A04090,vmware-esxi-4090,VMware,ESXi,1.5.69,Medium,Yes
A04091,cisco-ios-xe-4091,Cisco,IOS XE,3.2.40,Low,No
A04092,linux-centos-4092,Linux,CentOS,3.6.50,Medium,Yes
A04093,microsoft-windows-server-4093,Microsoft,Windows Server,9.3.33,Medium,No
A04094,cisco-meraki-4094,Cisco,Meraki,2.3.20,Low,No
A04095,linux-redhat-4095,Linux,RedHat,5.5.10,Medium,Yes
A04096,apache-apache-http-server-4096,Apache,Apache HTTP Server,10.0.91,Low,No
A04097,microsoft-windows-server-4097,Microsoft,Windows Server,9.6.99,Medium,No
A04098,oracle-weblogic-4098,Oracle,WebLogic,2.1.13,Medium,Yes
A04099,linux-redhat-4099,Linux,RedHat,3.3.88,Critical,No
A04100,apache-tomcat-4100,Apache,Tomcat,2.7.0,High,Yes
A04101,apache-apache-http-server-4101,Apache,Apache HTTP Server,8.8.20,High,No
A04102,linux-redhat-4102,Linux,RedHat,9.8.78,Critical,Yes
A04103,oracle-oracle-db-4103,Oracle,Oracle DB,8.2.34,Medium,No
A04104,oracle-oracle-db-4104,Oracle,Oracle DB,3.7.44,Medium,No
A04105,oracle-oracle-db-4105,Oracle,Oracle DB,8.7.98,High,No
A04106,oracle-weblogic-4106,Oracle,WebLogic,3.8.64,Low,No
A04107,oracle-oracle-db-4107,Oracle,Oracle DB,8.7.61,Critical,No
A04108,microsoft-sql-server-4108,Microsoft,SQL Server,3.8.22,Critical,No
A04109,cisco-asa-4109,Cisco,ASA,10.9.5,Medium,No
A04110,linux-ubuntu-4110,Linux,Ubuntu,1.1.54,Medium,No
A04111,microsoft-exchange-server-4111,Microsoft,Exchange Server,1.8.34,Low,No
A04112,linux-ubuntu-4112,Linux,Ubuntu,2.7.58,Critical,Yes
A04113,apache-apache-http-server-4113,Apache,Apache HTTP Server,4.3.77,High,Yes
A04114,apache-apache-http-server-4114,Apache,Apache HTTP Server,9.2.62,Medium,No
A04115,microsoft-windows-server-4115,Microsoft,Windows Server,1.0.31,Medium,Yes
A04116,cisco-meraki-4116,Cisco,Meraki,7.6.36,High,No
A04117,vmware-vcenter-4117,VMware,vCenter,8.8.8,Medium,Yes
A04118,vmware-vcenter-4118,VMware,vCenter,1.3.43,Low,No
A04119,cisco-asa-4119,Cisco,ASA,4.5.17,High,Yes
A04120,oracle-oracle-db-4120,Oracle,Oracle DB,5.9.56,Medium,No
A04121,apache-apache-http-server-4121,Apache,Apache HTTP Server,4.5.66,Critical,No
A04122,linux-ubuntu-4122,Linux,Ubuntu,7.7.92,Low,No
A04123,linux-centos-4123,Linux,CentOS,2.3.34,Critical,No
A04124,vmware-vcenter-4124,VMware,vCenter,9.5.92,High,No
A04125,cisco-ios-xe-4125,Cisco,IOS XE,7.6.26,High,No
A04126,apache-tomcat-4126,Apache,Tomcat,10.7.93,High,No
A04127,linux-redhat-4127,Linux,RedHat,6.6.56,Medium,No
A04128,vmware-vcenter-4128,VMware,vCenter,1.3.2,Critical,No
A04129,apache-tomcat-4129,Apache,Tomcat,7.5.2,Medium,Yes
A04130,vmware-vcenter-4130,VMware,vCenter,4.5.6,Low,No
A04131,apache-apache-http-server-4131,Apache,Apache HTTP Server,8.6.74,High,Yes
A04132,linux-ubuntu-4132,Linux,Ubuntu,7.5.64,Critical,No
A04133,cisco-meraki-4133,Cisco,Meraki,6.5.62,Critical,Yes
A04134,cisco-ios-xe-4134,Cisco,IOS XE,5.4.50,Medium,No
A04135,linux-centos-4135,Linux,CentOS,7.1.74,Medium,Yes
A04136,apache-tomcat-4136,Apache,Tomcat,6.4.96,High,No
A04137,vmware-vcenter-4137,VMware,vCenter,2.5.55,Critical,No
A04138,vmware-vcenter-4138,VMware,vCenter,2.5.47,Medium,No
A04139,linux-redhat-4139,Linux,RedHat,6.9.94,Low,Yes
A04140,vmware-esxi-4140,VMware,ESXi,2.1.95,High,Yes
A04141,apache-apache-http-server-4141,Apache,Apache HTTP Server,6.0.95,Medium,No
A04142,vmware-esxi-4142,VMware,ESXi,9.2.12,High,No
A04143,linux-ubuntu-4143,Linux,Ubuntu,8.0.57,High,Yes
A04144,microsoft-exchange-server-4144,Microsoft,Exchange Server,2.6.98,High,No
A04145,linux-centos-4145,Linux,CentOS,10.6.90,High,No
A04146,vmware-esxi-4146,VMware,ESXi,2.9.40,High,Yes
A04147,linux-redhat-4147,Linux,RedHat,8.5.23,Medium,Yes
A04148,oracle-weblogic-4148,Oracle,WebLogic,6.7.20,Critical,No
A04149,vmware-esxi-4149,VMware,ESXi,2.5.42,Medium,No
A04150,microsoft-exchange-server-4150,Microsoft,Exchange Server,2.9.32,High,No
A04151,apache-tomcat-4151,Apache,Tomcat,5.2.22,Low,No
A04152,vmware-vcenter-4152,VMware,vCenter,7.5.79,Critical,No
A04153,oracle-oracle-db-4153,Oracle,Oracle DB,7.0.28,Critical,No
A04154,linux-redhat-4154,Linux,RedHat,9.0.68,Medium,Yes
A04155,linux-redhat-4155,Linux,RedHat,5.7.8,High,No
A04156,vmware-esxi-4156,VMware,ESXi,5.6.89,High,Yes
A04157,microsoft-sql-server-4157,Microsoft,SQL Server,1.0.52,Critical,No
A04158,apache-apache-http-server-4158,Apache,Apache HTTP Server,2.6.75,High,No
A04159,apache-apache-http-server-4159,Apache,Apache HTTP Server,4.8.59,Medium,No
A04160,microsoft-sql-server-4160,Microsoft,SQL Server,2.5.12,High,No
A04161,vmware-esxi-4161,VMware,ESXi,4.4.63,High,No
A04162,microsoft-exchange-server-4162,Microsoft,Exchange Server,3.0.20,High,No
A04163,apache-tomcat-4163,Apache,Tomcat,6.8.23,Medium,Yes
A04164,oracle-oracle-db-4164,Oracle,Oracle DB,6.2.66,Medium,No
A04165,linux-redhat-4165,Linux,RedHat,4.5.62,Low,No
A04166,oracle-weblogic-4166,Oracle,WebLogic,6.7.49,High,Yes
A04167,vmware-vcenter-4167,VMware,vCenter,10.1.26,Critical,No
A04168,cisco-ios-xe-4168,Cisco,IOS XE,4.8.89,Low,Yes
A04169,oracle-oracle-db-4169,Oracle,Oracle DB,5.8.8,Low,No
A04170,apache-apache-http-server-4170,Apache,Apache HTTP Server,9.3.37,Medium,Yes
A04171,microsoft-windows-server-4171,Microsoft,Windows Server,10.1.78,Critical,No
A04172,microsoft-windows-server-4172,Microsoft,Windows Server,9.7.14,Low,No
A04173,oracle-oracle-db-4173,Oracle,Oracle DB,2.7.51,High,No
A04174,linux-centos-4174,Linux,CentOS,4.7.26,High,Yes
A04175,linux-centos-4175,Linux,CentOS,3.8.64,High,Yes
A04176,oracle-weblogic-4176,Oracle,WebLogic,1.9.47,Low,Yes
A04177,cisco-ios-xe-4177,Cisco,IOS XE,1.8.24,High,Yes
A04178,cisco-meraki-4178,Cisco,Meraki,10.7.28,Critical,No
